year,month,day,hour,发电量,光照强度,温度,湿度
2019,8,1,2,0.0,0.0,29.7,84.2
2019,8,1,3,0.0,0.0,29.3,86.0
2019,8,1,4,0.0,0.0,29.1,88.0
2019,8,1,5,0.0,0.0,28.7,89.0
2019,8,1,6,30.6881,41.0,29.1,87.0
2019,8,1,7,82.3128,73.0,29.9,83.0
2019,8,1,8,247.9584,247.0,30.9,83.4
2019,8,1,9,477.528,622.0,33.1,73.8
2019,8,1,10,573.5546,521.0,33.7,71.3
2019,8,1,11,625.7082,711.0,34.5,67.3
2019,8,1,12,695.4048,845.0,35.5,65.8
2019,8,1,13,665.6689,629.0,35.9,60.2
2019,8,1,14,636.9737,716.0,36.7,58.8
2019,8,1,15,535.0686,546.0,36.7,58.2
2019,8,1,16,358.232,350.0,36.3,58.9
2019,8,1,17,152.1047,152.0,35.5,62.3
2019,8,1,18,54.4427,37.0,34.5,67.8
2019,8,1,19,6.6684,0.0,33.1,70.6
2019,8,1,20,0.0,0.0,32.1,76.1
2019,8,1,21,0.0,0.0,31.5,80.0
2019,8,1,22,0.0,0.0,31.1,77.5
2019,8,1,23,0.0,0.0,30.5,79.2
2019,8,2,0,0.0,0.0,30.1,83.4
2019,8,2,1,0.0,0.0,29.7,80.6
2019,8,2,2,0.0,0.0,29.5,81.2
2019,8,2,3,0.0,0.0,29.3,80.2
2019,8,2,4,0.0,0.0,29.3,83.8
2019,8,2,5,0.0,0.0,28.5,81.8
2019,8,2,6,23.6679,51.0,28.5,81.2
2019,8,2,7,85.6778,60.0,29.7,79.3
2019,8,2,8,284.8808,356.0,31.3,76.3
2019,8,2,9,481.7762,626.0,32.9,74.2
2019,8,2,10,618.5228,756.0,33.9,66.7
2019,8,2,11,705.6082,816.0,34.9,65.6
2019,8,2,12,738.3932,852.0,35.3,63.3
2019,8,2,13,731.3636,829.0,35.5,54.7
2019,8,2,14,663.2995,693.0,36.1,57.1
2019,8,2,15,560.5915,533.0,35.7,59.1
2019,8,2,16,205.6568,126.0,34.7,60.3
2019,8,2,17,136.6604,106.0,33.5,63.7
2019,8,2,18,50.7456,42.0,32.7,67.7
2019,8,2,19,5.7988,0.0,31.7,72.5
2019,8,2,20,0.0,0.0,30.9,73.3
2019,8,2,21,0.0,0.0,30.3,77.3
2019,8,2,22,0.0,0.0,30.3,75.8
2019,8,2,23,0.0,0.0,29.5,77.2
2019,8,5,0,0.0,0.0,26.8,91.2
2019,8,5,1,0.0,0.0,26.8,92.4
2019,8,5,2,0.0,0.0,26.8,92.2
2019,8,5,3,0.0,0.0,26.6,91.9
2019,8,5,4,0.0,0.0,26.4,92.3
2019,8,5,5,0.0,0.0,26.4,92.8
2019,8,5,6,14.2154,29.0,26.5,93.1
2019,8,5,7,103.4607,128.0,28.1,88.1
2019,8,5,8,265.5831,126.0,28.9,81.2
2019,8,5,9,333.9224,628.0,30.5,77.6
2019,8,5,10,401.8107,381.0,31.5,76.1
2019,8,5,11,536.9381,427.0,32.3,73.6
2019,8,5,12,648.3643,367.0,32.9,74.3
2019,8,5,13,614.3188,930.0,33.3,71.5
2019,8,5,14,572.6795,217.0,33.9,67.8
2019,8,5,15,465.6494,548.0,34.1,68.0
2019,8,5,16,344.8811,350.0,34.1,67.0
2019,8,5,17,183.8236,47.0,33.7,67.5
2019,8,5,18,58.4553,27.0,33.1,70.0
2019,8,5,19,5.9558,0.0,31.5,73.4
2019,8,5,20,0.0,0.0,30.3,77.1
2019,8,5,21,0.0,0.0,29.7,78.9
2019,8,5,22,0.0,0.0,29.3,83.8
2019,8,5,23,0.0,0.0,28.9,82.3
2019,8,6,0,0.0,0.0,28.3,84.7
2019,8,6,1,0.0,0.0,27.7,87.6
2019,8,6,2,0.0,0.0,27.5,88.8
2019,8,6,3,0.0,0.0,27.3,90.2
2019,8,6,4,0.0,0.0,27.3,90.0
2019,8,6,5,0.0,0.0,27.3,90.4
2019,8,6,6,23.1567,41.0,27.3,90.0
2019,8,6,7,123.2547,215.0,28.5,84.5
2019,8,6,8,279.8284,454.0,29.7,84.3
2019,8,6,9,425.0609,639.0,30.9,77.0
2019,8,6,10,501.8564,856.0,31.9,75.8
2019,8,6,11,658.4576,907.0,32.5,75.7
2019,8,6,12,632.174,942.0,33.9,69.8
2019,8,6,13,716.7062,872.0,33.5,69.8
2019,8,6,14,585.7712,763.0,33.9,69.5
2019,8,6,15,567.3243,548.0,34.3,66.2
2019,8,6,16,384.4201,371.0,34.5,61.3
2019,8,6,17,199.7412,41.0,34.3,57.7
2019,8,6,18,40.6004,14.0,33.1,60.3
2019,8,6,19,4.3245,0.0,31.5,68.9
2019,8,6,20,0.0,0.0,30.9,69.7
2019,8,6,21,0.0,0.0,29.7,74.5
2019,8,6,22,0.0,0.0,29.3,78.6
2019,8,6,23,0.0,0.0,29.5,79.6
2019,8,7,0,0.0,0.0,28.9,79.3
2019,8,7,1,0.0,0.0,28.1,78.1
2019,8,7,2,0.0,0.0,27.3,82.1
2019,8,7,3,0.0,0.0,26.9,80.3
2019,8,7,4,0.0,0.0,26.5,82.3
2019,8,7,5,0.0,0.0,26.1,85.1
2019,8,7,6,31.2583,49.0,26.7,85.3
2019,8,7,7,125.4864,215.0,28.1,80.8
2019,8,7,8,307.35,441.0,29.3,77.1
2019,8,7,9,489.2164,629.0,30.7,75.8
2019,8,7,10,594.8527,725.0,31.5,75.0
2019,8,7,11,705.9923,879.0,32.1,69.2
2019,8,7,12,733.7048,904.0,33.1,66.7
2019,8,7,13,730.7445,636.0,33.9,60.3
2019,8,7,14,543.4221,727.0,34.3,56.5
2019,8,7,15,547.4489,571.0,34.3,60.7
2019,8,7,16,380.6775,347.0,34.3,59.4
2019,8,7,17,185.0023,60.0,33.3,64.1
2019,8,7,18,44.4417,21.0,31.9,68.2
2019,8,7,19,4.4809,0.0,30.9,72.0
2019,8,7,20,0.0,0.0,30.3,74.3
2019,8,7,21,0.0,0.0,29.3,77.6
2019,8,7,22,0.0,0.0,28.7,78.3
2019,8,7,23,0.0,0.0,28.7,82.3
2019,8,8,0,0.0,0.0,28.7,80.0
2019,8,8,1,0.0,0.0,28.3,83.2
2019,8,8,2,0.0,0.0,27.9,84.1
2019,8,8,3,0.0,0.0,27.5,87.8
2019,8,8,4,0.0,0.0,27.5,89.5
2019,8,8,5,0.0,0.0,27.7,89.5
2019,8,8,6,18.052,33.0,27.9,89.1
2019,8,8,7,116.1294,100.0,28.9,83.9
2019,8,8,8,187.1754,365.0,30.7,78.4
2019,8,8,9,393.5706,330.0,30.7,79.8
2019,8,8,10,370.3481,356.0,32.7,75.6
2019,8,8,11,410.9312,396.0,32.1,75.4
2019,8,8,12,439.7874,769.0,33.7,68.6
2019,8,8,13,489.1383,395.0,34.3,67.2
2019,8,8,14,390.5868,322.0,34.5,68.6
2019,8,8,15,332.8808,489.0,34.5,66.9
2019,8,8,16,276.2944,149.0,33.9,70.4
2019,8,8,17,116.8263,92.0,32.9,73.8
2019,8,8,18,26.5527,23.0,31.3,74.9
2019,8,8,19,2.218,0.0,29.9,77.5
2019,8,8,20,0.0,0.0,29.3,84.0
2019,8,8,21,0.0,0.0,29.3,82.2
2019,8,8,22,0.0,0.0,29.7,80.2
2019,8,8,23,0.0,0.0,29.5,80.0
2019,8,9,0,0.0,0.0,28.9,83.5
2019,8,9,1,0.0,0.0,28.5,84.3
2019,8,9,2,0.0,0.0,27.7,87.2
2019,8,9,3,0.0,0.0,27.1,91.2
2019,8,9,4,0.0,0.0,26.7,93.0
2019,8,9,5,0.0,0.0,26.9,93.6
2019,8,9,6,23.8842,37.0,27.3,93.3
2019,8,9,7,112.9859,141.0,28.5,87.6
2019,8,9,8,222.6545,537.0,30.1,81.5
2019,8,9,9,364.2003,217.0,31.1,80.1
2019,8,9,10,478.0502,646.0,32.1,74.9
2019,8,9,11,498.3575,601.0,32.9,68.8
2019,8,9,12,507.467,215.0,33.1,68.8
2019,8,9,13,517.4157,565.0,32.9,70.9
2019,8,9,14,460.9153,188.0,33.7,69.0
2019,8,9,15,504.1478,539.0,34.1,69.3
2019,8,9,16,335.75,328.0,33.3,70.0
2019,8,9,17,167.3291,126.0,32.5,73.1
2019,8,9,18,60.3164,48.0,31.3,73.5
2019,8,9,19,6.5743,0.0,30.1,80.0
2019,8,9,20,0.0,0.0,29.5,79.5
2019,8,9,21,0.0,0.0,29.1,81.9
2019,8,9,22,0.0,0.0,26.9,90.0
2019,8,9,23,0.0,0.0,25.9,88.6
2019,8,12,0,0.0,0.0,26.3,84.1
2019,8,12,1,0.0,0.0,25.9,84.3
2019,8,12,2,0.0,0.0,25.5,85.9
2019,8,12,3,0.0,0.0,25.1,87.8
2019,8,12,4,0.0,0.0,24.7,90.0
2019,8,12,5,0.0,0.0,24.7,89.6
2019,8,12,6,22.3366,37.0,25.1,87.4
2019,8,12,7,123.8904,207.0,27.3,80.6
2019,8,12,8,288.2579,427.0,28.7,76.3
2019,8,12,9,497.5272,637.0,29.5,74.3
2019,8,12,10,609.6718,809.0,30.5,71.0
2019,8,12,11,747.644,887.0,30.5,70.6
2019,8,12,12,721.9029,934.0,32.3,69.8
2019,8,12,13,717.7678,362.0,31.9,68.9
2019,8,12,14,563.8762,796.0,32.1,69.8
2019,8,12,15,465.1007,552.0,33.9,63.1
2019,8,12,16,330.8604,167.0,32.7,68.3
2019,8,12,17,170.0366,73.0,33.1,66.9
2019,8,12,18,57.9996,43.0,31.1,71.8
2019,8,12,19,6.6653,0.0,29.7,76.9
2019,8,12,20,0.0,0.0,28.1,81.0
2019,8,12,21,0.0,0.0,27.3,84.6
2019,8,12,22,0.0,0.0,26.3,86.7
2019,8,12,23,0.0,0.0,26.7,84.6
2019,8,13,0,0.0,0.0,26.3,80.5
2019,8,13,1,0.0,0.0,25.7,82.2
2019,8,13,2,0.0,0.0,24.9,87.6
2019,8,13,3,0.0,0.0,24.3,91.5
2019,8,13,4,0.0,0.0,24.5,91.6
2019,8,13,5,0.0,0.0,24.1,91.8
2019,8,13,6,22.3736,33.0,24.3,92.4
2019,8,13,7,130.0883,137.0,25.3,91.2
2019,8,13,8,284.6089,403.0,28.9,77.8
2019,8,13,9,428.85,563.0,30.1,73.9
2019,8,13,10,573.0766,767.0,32.5,69.4
2019,8,13,11,675.7981,869.0,33.3,57.8
2019,8,13,12,711.7829,899.0,34.5,55.5
2019,8,13,13,657.6877,870.0,33.7,56.7
2019,8,13,14,633.9181,728.0,35.5,54.1
2019,8,13,15,503.0028,522.0,34.9,55.5
2019,8,13,16,341.6332,332.0,35.5,51.2
2019,8,13,17,172.858,63.0,35.1,51.6
2019,8,13,18,51.1565,19.0,34.7,58.9
2019,8,13,19,6.797,0.0,31.9,70.9
2019,8,13,20,0.0,0.0,30.5,75.5
2019,8,13,21,0.0,0.0,28.7,84.3
2019,8,13,22,0.0,0.0,28.7,84.1
2019,8,13,23,0.0,0.0,27.7,82.6
2019,8,20,0,0.0,0.0,24.7,81.2
2019,8,20,1,0.0,0.0,24.3,84.9
2019,8,20,2,0.0,0.0,24.1,85.5
2019,8,20,3,0.0,0.0,23.5,89.1
2019,8,20,4,0.0,0.0,24.3,86.3
2019,8,20,5,0.0,0.0,23.5,91.3
2019,8,20,6,17.1354,25.0,24.1,88.8
2019,8,20,7,111.019,121.0,24.9,85.9
2019,8,20,8,258.3688,345.0,26.3,80.3
2019,8,20,9,410.9954,575.0,27.5,81.2
2019,8,20,10,481.718,518.0,28.7,81.0
2019,8,20,11,582.3744,852.0,29.1,79.1
2019,8,20,12,662.6831,617.0,30.7,74.2
2019,8,20,13,584.7265,769.0,31.3,71.5
2019,8,20,14,552.0828,679.0,31.7,69.6
2019,8,20,15,411.0058,511.0,31.9,67.5
2019,8,20,16,313.4823,309.0,31.9,68.7
2019,8,20,17,163.0128,81.0,31.3,66.9
2019,8,20,18,49.4417,35.0,30.5,71.5
2019,8,20,19,4.7456,0.0,29.1,76.7
2019,8,20,20,0.0,0.0,27.9,80.0
2019,8,20,21,0.0,0.0,27.1,79.6
2019,8,20,22,0.0,0.0,26.1,82.5
2019,8,20,23,0.0,0.0,25.9,82.6
